goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Phoenix,AZ,33.5102068,-112.0272041,3.5,98,374,FALSE,full_bar,average,casual,2,FALSE,,,TRUE,,
1,Phoenix,AZ,33.6400327,-112.0249314,3.5,40,250,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,TRUE,TRUE
1,Pittsburgh,PA,40.430115,-79.974705,4,20,79,TRUE,full_bar,average,,1,,,yes,TRUE,,
1,Las Vegas,NV,36.1262896,-115.3267724,4,39,111,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,,
1,Scottsdale,AZ,33.49522,-111.932743,3,34,23,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,yes,TRUE,FALSE,
1,Phoenix,AZ,33.52427464,-112.0987734,3.5,5,7,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Edinburgh,EDH,55.980639,-3.1959372,5,3,24,TRUE,none,,,2,,,,,,
0,Mesa,AZ,33.4503349,-111.7875664,3.5,3,10,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.6396352,-111.9778682,2.5,12,41,TRUE,none,,casual,2,FALSE,,,TRUE,,
1,Phoenix,AZ,33.4643519,-112.1348719,4.5,65,173,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Charlotte,NC,35.174639,-80.839013,3.5,60,251,TRUE,full_bar,loud,casual,2,FALSE,TRUE,yes,TRUE,FALSE,
1,Las Vegas,NV,36.1266125,-115.2252979,3.5,58,224,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
1,Las Vegas,NV,36.011877,-115.175816,3.5,84,132,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Chandler,AZ,33.31779992,-111.9687285,3.5,51,485,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Madison,WI,43.0372079,-89.3892462,3.5,11,8,TRUE,full_bar,loud,,1,,,outdoor,FALSE,,
0,North Las Vegas,NV,36.195559,-115.102958,3,3,9,TRUE,none,,,1,,,,,,
1,Mesa,AZ,33.43172785,-111.8432236,3.5,7,4,FALSE,beer_and_wine,,casual,1,FALSE,TRUE,,,,
0,Las Vegas,NV,36.1456378,-115.301857,4.5,8,49,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.151189,-115.159755,3.5,16,75,TRUE,full_bar,average,,1,,,yes,FALSE,,
1,Henderson,NV,35.952556,-115.0228736,4,42,261,FALSE,full_bar,loud,casual,1,FALSE,FALSE,yes,FALSE,FALSE,
0,Guadalupe,AZ,33.3720573,-111.9631837,4.5,3,5,TRUE,none,,,2,,,,,,
1,Mesa,AZ,33.3075041,-111.6700247,3.5,20,95,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.12578335,-115.1659684,3.5,348,628,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Pittsburgh,PA,40.4500306,-79.9138922,4,372,475,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,FALSE
1,Charlotte,NC,35.21600989,-80.85288305,3.5,142,246,TRUE,full_bar,loud,dressy,2,FALSE,FALSE,no,FALSE,FALSE,
1,Montral,QC,45.5133249,-73.5595388,2.5,21,13,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Madison,WI,43.0680649,-89.4233908,4.5,4,4,TRUE,none,,,1,,,,,,
1,Matthews,NC,35.10503,-80.683789,4.5,11,3,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Charlotte,NC,35.2281289,-80.841488,4,11,72,TRUE,none,,,2,,,,TRUE,,
1,Las Vegas,NV,36.1143211,-115.0918871,4,30,8,FALSE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Madison,WI,43.0734435,-89.3961584,2.5,21,8,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,FALSE,
0,Tempe,AZ,33.4228623,-111.9364395,3.5,42,152,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Madison,WI,43.1025123,-89.3499824,4,24,19,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1258315,-115.1847825,4.5,9,25,FALSE,full_bar,,,1,,TRUE,yes,FALSE,,
1,Glendale,AZ,33.530581,-112.1858094,3.5,12,26,TRUE,full_bar,loud,,1,,,outdoor,TRUE,,
1,Mesa,AZ,33.4071521,-111.8734733,4,17,56,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
1,Avondale,AZ,33.46175208,-112.3382141,4,7,14,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Chandler,AZ,33.348908,-111.874796,4,136,686,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Tempe,AZ,33.34971136,-111.9299256,4.5,329,1642,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Champaign,IL,40.11566,-88.241458,2.5,5,5,TRUE,none,loud,,,,,,,,
1,Madison,WI,43.0940347,-89.3413282,4,107,80,TRUE,full_bar,average,casual,2,TRUE,FALSE,,FALSE,TRUE,TRUE
1,Montreal,QC,45.5184226,-73.5966767,2.5,4,10,TRUE,none,average,dressy,3,,TRUE,,,,
0,Tolleson,AZ,33.465152,-112.239303,3,20,76,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Brossard,QC,45.4559993,-73.4643399,3.5,6,7,TRUE,beer_and_wine,,casual,2,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,33.5989356,-111.9814645,3,6,15,FALSE,none,,casual,1,FALSE,FALSE,,FALSE,,TRUE
1,Scottsdale,AZ,33.581511,-111.879218,3.5,62,92,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Henderson,NV,36.0337114,-114.9834877,4,3,5,TRUE,none,,,,FALSE,,,,,
1,Edinburgh,EDH,55.9460542,-3.1912021,4,30,23,TRUE,full_bar,average,casual,2,,TRUE,outdoor,FALSE,,
1,Urbana,IL,40.1165867,-88.2253774,2.5,26,33,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Apache Junction,AZ,33.4122956,-111.5516351,2,6,10,TRUE,beer_and_wine,average,casual,2,TRUE,,,FALSE,FALSE,
1,Apache Junction,AZ,33.41443912,-111.5515124,2.5,8,7,TRUE,full_bar,loud,casual,1,FALSE,,,FALSE,,
1,Edinburgh,EDH,55.9537397,-3.2008726,4,33,80,TRUE,full_bar,loud,,2,,FALSE,outdoor,TRUE,,
1,North Las Vegas,NV,36.26350812,-115.11756,3,11,55,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Montral,QC,45.5216406,-73.5941173,4,49,64,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
1,Scottsdale,AZ,33.5840684,-111.8304087,3.5,41,129,FALSE,full_bar,very_loud,casual,2,FALSE,FALSE,outdoor,TRUE,,FALSE
0,Tempe,AZ,33.4212935,-111.9258672,3.5,26,14,FALSE,full_bar,average,casual,1,TRUE,TRUE,,TRUE,,
1,Phoenix,AZ,33.4656605,-111.9716122,4.5,15,90,TRUE,full_bar,average,,1,,FALSE,outdoor,TRUE,,
0,Pittsburgh,PA,40.47586,-79.919459,4,272,246,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Queen Creek,AZ,33.25594,-111.6388453,4.5,36,99,TRUE,none,,,1,,,,,,
1,Urbana,IL,40.112709,-88.209325,4,24,38,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,FALSE,,
0,Mesa,AZ,33.37748178,-111.6197803,3.5,20,20,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,FALSE,
0,Phoenix,AZ,33.678615,-111.9746066,3.5,33,67,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,,TRUE
1,Glendale,AZ,33.5679106,-112.1709711,4,60,126,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Henderson,NV,36.0215963,-115.0912714,3,7,15,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Madison,WI,43.07624,-89.376534,3.5,130,203,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,no,TRUE,TRUE,FALSE
1,Phoenix,AZ,33.473125,-112.0650914,3.5,198,419,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,36.0957508,-115.2967138,3.5,31,99,TRUE,none,,,1,,,,,,
1,Madison,WI,43.075287,-89.3906,3.5,58,38,TRUE,beer_and_wine,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,TRUE
0,Pittsburgh,PA,40.4513551,-79.9834614,4.5,115,386,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.4560559,-112.0735385,4,150,1132,TRUE,none,,,2,,TRUE,,,FALSE,
1,Montral,QC,45.5437674,-73.6199499,4,8,8,TRUE,full_bar,loud,casual,2,,TRUE,,FALSE,,
1,Phoenix,AZ,33.572465,-112.064928,3.5,3,12,TRUE,none,,,1,,,,FALSE,,
1,Henderson,NV,35.96547274,-115.1720486,4,95,487,TRUE,none,,casual,2,FALSE,,,FALSE,,
1,Waterloo,ON,43.472948,-80.534037,2,11,9,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,,
1,North Las Vegas,NV,36.2409489,-115.1592072,4,5,37,TRUE,none,quiet,casual,1,FALSE,,,FALSE,TRUE,
0,Scottsdale,AZ,33.5855766,-111.8344051,3,8,3,FALSE,none,quiet,,2,FALSE,FALSE,,FALSE,TRUE,
0,Henderson,NV,36.0555065,-115.0461646,3,26,29,TRUE,beer_and_wine,quiet,casual,1,TRUE,FALSE,,FALSE,,
0,Las Vegas,NV,36.04015514,-115.1711047,3.5,24,359,TRUE,none,,,1,,,,,,
0,Pittsburgh,PA,40.458332,-79.907939,3,9,4,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.5754388,-112.0651768,2.5,37,23,FALSE,none,very_loud,casual,1,FALSE,FALSE,,TRUE,,
0,Gilbert,AZ,33.364172,-111.723601,3.5,3,30,TRUE,none,,,2,,,,,,
0,Goodyear,AZ,33.448702,-112.426769,4.5,13,55,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.198027,-80.852998,3.5,235,849,TRUE,beer_and_wine,loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Edinburgh,EDH,55.95688326,-3.187533954,3.5,18,15,TRUE,full_bar,,casual,1,FALSE,TRUE,outdoor,TRUE,,
0,Pittsburgh,PA,40.357664,-80.050369,3,5,76,TRUE,none,,,2,,,,TRUE,,
1,Madison,WI,43.1461358,-89.291824,4.5,4,6,TRUE,none,quiet,casual,1,TRUE,,,TRUE,TRUE,
1,Las Vegas,NV,36.1463479,-115.1905468,3.5,8,22,TRUE,none,,casual,1,FALSE,,,TRUE,,
1,Montreal,QC,45.5380073,-73.6181417,4,6,14,TRUE,none,,casual,2,,FALSE,,,,
1,Las Vegas,NV,36.1206645,-115.1719992,4,18,11,TRUE,none,very_loud,casual,2,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.115074,-115.2056,4,84,400,TRUE,full_bar,average,,1,,TRUE,yes,TRUE,,
1,Champaign,IL,40.110083,-88.229496,3,35,28,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Chandler,AZ,33.3055295,-111.9027999,3.5,5,6,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.1275236,-115.1715003,4.5,34,39,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.08316991,-115.1505439,2,99,358,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,North Las Vegas,NV,36.1926264,-115.1322078,3.5,21,75,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,33.639493,-112.057685,4.5,12,46,TRUE,none,,,1,FALSE,,,,,
1,Las Vegas,NV,36.0208475,-115.1247156,3.5,45,404,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.2440597,-80.8919965,2.5,3,8,TRUE,none,loud,casual,2,TRUE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.6384065,-111.8635261,3,58,112,FALSE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,,TRUE
1,Las Vegas,NV,36.2216143,-115.3282707,3.5,20,140,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,TRUE,
1,Las Vegas,NV,36.1014914,-115.2054234,4,36,120,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1703001,-115.1445082,4,12,163,TRUE,full_bar,loud,,2,,TRUE,yes,FALSE,,
1,Scottsdale,AZ,33.677427,-112.0370489,3.5,41,89,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.6106422,-112.1506612,4,28,34,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.17005539,-115.1408463,4,106,277,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.1460091,-115.3010489,2.5,73,596,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Edinburgh,EDH,55.94984861,-3.207321167,4.5,13,19,TRUE,full_bar,quiet,dressy,3,FALSE,FALSE,,FALSE,TRUE,
1,Goodyear,AZ,33.4638732,-112.3747615,3.5,48,189,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Dollard-des-Ormeaux,QC,45.4743687,-73.8361903,3,9,17,TRUE,full_bar,loud,casual,3,FALSE,FALSE,,TRUE,,
1,Champaign,IL,40.106541,-88.229288,4,23,5,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,TRUE
1,Pittsburgh,PA,40.3631529,-80.084638,4.5,11,8,TRUE,none,quiet,casual,2,,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,33.4499,-112.0739,3,8,134,TRUE,none,,,2,,,,TRUE,,
0,Montral,QC,45.5045966,-73.5684563,4,11,4,TRUE,none,average,casual,1,,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.193188,-115.3055469,3,13,67,FALSE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.6095285,-112.1342354,4,64,230,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Scottsdale,AZ,33.49467956,-111.9177532,3.5,40,962,TRUE,none,,,1,FALSE,,,TRUE,FALSE,
1,Las Vegas,NV,36.1585717,-115.2502497,3.5,109,266,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Phoenix,AZ,33.55213,-112.057981,4,16,160,TRUE,none,,,1,,,,,,
0,Scottsdale,AZ,33.69703,-111.888991,3,21,30,TRUE,full_bar,very_loud,casual,4,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.4513555,-112.046606,4,10,40,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,,
1,Henderson,NV,36.0342952,-115.0088393,2.5,37,148,TRUE,full_bar,average,casual,2,FALSE,FALSE,no,FALSE,TRUE,
1,Las Vegas,NV,36.1345821,-115.1516104,3,33,75,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.116132,-115.241875,4,22,80,FALSE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,,
0,Phoenix,AZ,33.437126,-112.0709608,4.5,63,156,TRUE,none,,,2,,,,,,
1,Madison,WI,43.0797373,-89.3764856,4.5,51,176,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
1,Tempe,AZ,33.3783102,-111.9227954,2,10,34,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
1,Las Vegas,NV,36.192963,-115.06171,3.5,30,76,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Montral,QC,45.5630874,-73.6056541,3.5,3,3,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.18336,-115.3098303,4,46,190,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.48692364,-79.89160173,2,19,43,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Goodyear,AZ,33.49234,-112.38023,4.5,39,24,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Cave Creek,AZ,33.8314777,-111.945564,3,63,123,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.4558709,-112.0722832,3.5,110,6,FALSE,full_bar,,casual,2,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.1427564,-115.1578748,3,81,137,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Madison,WI,43.075264,-89.393343,3.5,78,84,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Tempe,AZ,33.4369884,-111.9269769,2.5,18,12,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,FALSE
1,Las Vegas,NV,36.1738738,-115.0795963,4,5,20,TRUE,none,,casual,1,FALSE,FALSE,,,,
1,Las Vegas,NV,36.162984,-115.15924,4,51,105,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Montral,QC,45.4995301,-73.5555918,3.5,11,16,TRUE,full_bar,average,dressy,4,FALSE,FALSE,,FALSE,FALSE,
1,Scottsdale Country Acres,AZ,33.50216758,-111.9047702,3.5,7,5,TRUE,full_bar,loud,casual,4,FALSE,TRUE,,TRUE,FALSE,
1,Tempe,AZ,33.4257625,-111.9403724,3.5,34,70,TRUE,full_bar,average,casual,1,TRUE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.2377496,-115.2317001,4,46,78,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.1151798,-115.1497024,4.5,324,532,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Pittsburgh,PA,40.4286788,-79.9831142,5,13,35,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.6547143,-112.0976703,3,14,23,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Matthews,NC,35.06866022,-80.70096374,2,3,11,TRUE,none,,,4,,,,,,
0,Scottsdale,AZ,33.5289115,-111.925864,3,29,111,TRUE,none,,,1,,,,,,
0,Charlotte,NC,35.063287,-80.773737,2.5,6,256,TRUE,none,,,2,,TRUE,,TRUE,,
1,Scottsdale,AZ,33.62446717,-111.9279102,4,139,527,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Montral,QC,45.520372,-73.5971231,4.5,12,23,TRUE,full_bar,average,casual,2,TRUE,FALSE,,FALSE,TRUE,
1,Madison,WI,43.0690926,-89.3921447,3.5,31,45,FALSE,none,quiet,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Mesa,AZ,33.4244422,-111.8050028,3.5,3,37,TRUE,none,,casual,1,FALSE,,,,,
0,Tempe,AZ,33.422756,-111.925685,4,39,68,FALSE,none,,,1,,,,,,
0,Las Vegas,NV,36.135529,-115.278454,4.5,5,7,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.45303766,-79.89117265,4.5,11,6,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.6379062,-112.0626763,3,36,54,FALSE,full_bar,average,casual,2,FALSE,,no,TRUE,TRUE,
1,Edinburgh,EDH,55.9321024,-3.2098185,5,3,3,TRUE,full_bar,loud,dressy,3,FALSE,TRUE,,FALSE,,
0,North Las Vegas,NV,36.2842421,-115.1794632,4,11,76,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.1008067,-115.1360221,2,15,48,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.02271828,-80.84585667,4,22,13,FALSE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.100967,-115.226376,3.5,21,415,TRUE,none,,,2,,,,,,
0,Charlotte,NC,35.202104,-80.82453,3,14,154,TRUE,none,,,2,,,,TRUE,,
1,Phoenix,AZ,33.43652689,-111.9989955,3,173,592,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,36.3019841,-115.2494357,4.5,88,332,TRUE,none,,,1,,TRUE,,,,
1,Charlotte,NC,35.034166,-80.804615,4,14,64,TRUE,full_bar,loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Gilbert,AZ,33.3360094,-111.8076143,2.5,18,114,FALSE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Charlotte,NC,35.2283649,-80.842652,2.5,16,11,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,33.6375674,-112.0981421,2.5,4,18,TRUE,none,,,2,,,,,,
0,Montreal,QC,45.540393,-73.6339554,3,5,3,TRUE,none,,,,,,,,,
1,Montral,QC,45.5891369,-73.6355805,2.5,4,7,TRUE,full_bar,,,3,,TRUE,,TRUE,,
0,Pittsburgh,PA,40.3959206,-80.0348023,4.5,173,379,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Glendale,AZ,33.6383999,-112.2019363,4,7,23,FALSE,full_bar,loud,,1,,FALSE,outdoor,FALSE,,
1,Montral,QC,45.507909,-73.5650063,3,10,29,TRUE,full_bar,very_loud,casual,2,FALSE,,,TRUE,,
1,Phoenix,AZ,33.640098,-111.980572,2.5,8,74,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,33.412207,-112.014327,3,8,198,FALSE,none,very_loud,casual,2,FALSE,FALSE,,TRUE,FALSE,
0,Montral,QC,45.5364479,-73.6026367,3.5,10,8,TRUE,none,,,1,,,,,,
0,Chandler,AZ,33.2842867,-111.8406836,4.5,54,334,TRUE,none,,,1,FALSE,TRUE,,,,
1,Las Vegas,NV,36.1725319,-115.197258,4,5,8,FALSE,none,,casual,2,,,,FALSE,,
0,Las Vegas,NV,36.099867,-115.072814,3.5,4,38,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.449597,-112.075508,3,5,5,TRUE,none,average,,,,,,,,
0,Youngtown,AZ,33.6060147,-112.3023195,4.5,6,93,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.04181594,-115.2781725,4.5,573,2452,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,North Las Vegas,NV,36.2601749,-115.181166,4,6,146,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,36.1044875,-115.1767584,3.5,116,190,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,FALSE,
1,Charlotte,NC,35.14425,-80.929453,4,13,148,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.089846,-80.867187,3,7,61,TRUE,none,average,casual,2,TRUE,FALSE,,FALSE,TRUE,
1,Edinburgh,EDH,55.949726,-3.207239,4.5,8,4,TRUE,full_bar,quiet,dressy,4,FALSE,TRUE,,FALSE,TRUE,
0,Pittsburgh,PA,40.409944,-80.024985,3,5,10,TRUE,none,,,1,,,,,,
0,Gilbert,AZ,33.3356021,-111.7583653,3,25,76,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.09036774,-115.174062,4.5,16,78,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,no,TRUE,FALSE,
1,Sun Prairie,WI,43.1822682,-89.2255538,2.5,22,15,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.6834408,-111.9660359,3,20,43,FALSE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.71450555,-112.1122384,3.5,28,133,TRUE,none,average,casual,1,FALSE,,,FALSE,,
0,Las Vegas,NV,36.144454,-115.275932,3,16,20,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.126851,-115.207618,4,8,5,FALSE,none,average,casual,1,TRUE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,33.37765884,-111.8769836,3,7,65,TRUE,none,,,2,,,,,,
1,Scottsdale,AZ,33.5560021,-111.899047,3.5,50,39,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,,TRUE,,
0,Henderson,NV,36.03660683,-114.9767303,4.5,27,78,FALSE,none,,,1,,,,,,
1,Chandler,AZ,33.326925,-111.858251,3,112,396,FALSE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,FALSE,FALSE
1,Charlotte,NC,35.225378,-80.841961,3,198,504,TRUE,full_bar,average,dressy,3,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Las Vegas,NV,36.2770944,-115.2065226,3,32,71,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,El Mirage,AZ,33.610405,-112.340639,4,41,39,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,no,FALSE,,
0,Phoenix,AZ,33.4512838,-111.9701485,2,4,28,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.417869,-111.9959441,3.5,9,21,FALSE,full_bar,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,33.36685944,-111.6870346,4.5,5,58,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.0545155,-80.8487389,3,23,131,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Middleton,WI,43.0955526,-89.5110574,4,58,64,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,,FALSE
1,Las Vegas,NV,36.1439829,-115.2796682,4.5,61,65,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Montreal,QC,45.52227171,-73.57436195,4.5,9,4,TRUE,none,,,2,,,,,,
0,Madison,WI,43.0465117,-89.4760315,3.5,20,32,TRUE,none,,,2,,,,,,
0,Montral,QC,45.5156551,-73.5645524,3.5,17,26,FALSE,beer_and_wine,average,casual,3,,TRUE,,TRUE,,
1,Phoenix,AZ,33.4563262,-112.0737079,4,327,2393,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,TRUE,
0,Las Vegas,NV,36.144952,-115.1766513,4.5,16,14,TRUE,none,,,1,,,,,,
0,Scottsdale,AZ,33.3897576,-111.9343636,4,10,7,FALSE,none,,,1,,TRUE,,TRUE,,
0,Charlotte,NC,35.202849,-80.844947,4,70,220,FALSE,none,,,1,,,,TRUE,,
1,Phoenix,AZ,33.4957319,-112.117581,3,3,7,TRUE,full_bar,average,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.1442579,-115.1975743,3,6,39,FALSE,full_bar,loud,,2,,,yes,TRUE,,
0,Goodyear,AZ,33.4536099,-112.3923786,5,11,144,TRUE,none,,,1,,TRUE,,,,
1,Phoenix,AZ,33.611402,-112.112968,2.5,8,33,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,FALSE,
1,Surprise,AZ,33.6387673,-112.3942724,2,3,7,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,FALSE,
